
04/04/2022 11:58:28: ExecuteNonQuery: la proprietà Connection non è stata inizializzata.
04/04/2022 11:58:28: ESEGUITO, NESSUN MESSAGGIO
02/08/2023 08:50:29: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02087740045_006SU.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02087740045_006SU.xml.pdf'><b>Apri</b></a> 
02/08/2023 08:51:37: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT0000001021160328_0PNbT.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT0000001021160328_0PNbT.xml.pdf'><b>Apri</b></a> 
02/08/2023 08:59:38: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2EGSV.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2EGSV.xml.pdf'><b>Apri</b></a> 
02/08/2023 13:02:09: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2EGSV.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2EGSV.xml.pdf'><b>Apri</b></a> 
03/08/2023 07:19:55: ESEGUITO, NESSUN MESSAGGIO
03/08/2023 07:20:02: ESEGUITO, NESSUN MESSAGGIO
03/08/2023 07:20:06: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
03/08/2023 07:20:15: ESEGUITO, NESSUN MESSAGGIO
03/08/2023 07:20:22: ESEGUITO, NESSUN MESSAGGIO
03/08/2023 07:20:26: ESEGUITO, NESSUN MESSAGGIO
03/08/2023 07:20:32: ESEGUITO, NESSUN MESSAGGIO
03/08/2023 07:23:20: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02355260981_MQXp0.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02355260981_MQXp0.xml.pdf'><b>Apri</b></a> 
03/08/2023 07:23:37: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350840043_6OTUG.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350840043_6OTUG.xml.pdf'><b>Apri</b></a> 
03/08/2023 07:23:56: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT03317430043_0083H.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT03317430043_0083H.xml.pdf'><b>Apri</b></a> 
03/08/2023 15:07:58: ESEGUITO, NESSUN MESSAGGIO
03/08/2023 15:08:19: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 07:19:05: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 07:19:12: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 07:19:16: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
04/08/2023 07:19:27: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 07:19:31: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 07:19:36: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 09:55:38: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT12281740154Z0001_HFO6E.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT12281740154Z0001_HFO6E.xml.pdf'><b>Apri</b></a> 
04/08/2023 09:56:01: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT03304370046_HV9FY.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT03304370046_HV9FY.xml.pdf'><b>Apri</b></a> 
04/08/2023 09:56:18: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT06628860964_a0v7L.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT06628860964_a0v7L.xml.pdf'><b>Apri</b></a> 
04/08/2023 09:56:41: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT01533080675_5oPpC.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT01533080675_5oPpC.xml.pdf'><b>Apri</b></a> 
04/08/2023 12:42:48: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 12:42:51: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 12:42:54: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 12:42:59: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 14:13:41: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 14:13:44: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 14:14:07: ESEGUITO, NESSUN MESSAGGIO
04/08/2023 14:14:11: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 08:02:38: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 08:02:44: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 08:03:09: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 08:03:24: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 08:03:27: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
28/08/2023 08:03:36: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 08:04:14: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 08:04:18: ESEGUITO, NESSUN MESSAGGIO
28/08/2023 09:44:24: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02090660040_004W6.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02090660040_004W6.xml.pdf'><b>Apri</b></a> 
28/08/2023 13:27:59: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02355260981_MJ5rQ.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02355260981_MJ5rQ.xml.pdf'><b>Apri</b></a> 
28/08/2023 14:58:01: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350220048_00C7N.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350220048_00C7N.xml.pdf'><b>Apri</b></a> 
28/08/2023 14:58:26: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT03852200041_00F50.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT03852200041_00F50.xml.pdf'><b>Apri</b></a> 
28/08/2023 14:58:42: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350840043_6OUB2.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350840043_6OUB2.xml.pdf'><b>Apri</b></a> 
28/08/2023 14:59:02: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02090660040_004W6.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02090660040_004W6.xml.pdf'><b>Apri</b></a> 
28/08/2023 14:59:20: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2EOL3.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2EOL3.xml.pdf'><b>Apri</b></a> 
28/08/2023 14:59:36: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT00488410010_ahEtX.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT00488410010_ahEtX.xml.pdf'><b>Apri</b></a> 
28/08/2023 14:59:49: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT07334940157_8iH3y.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT07334940157_8iH3y.xml.pdf'><b>Apri</b></a> 
28/08/2023 15:00:58: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT07334940157_8hQv4.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT07334940157_8hQv4.xml.pdf'><b>Apri</b></a> 
28/08/2023 15:01:26: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT00865310221_OESQN.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT00865310221_OESQN.xml.pdf'><b>Apri</b></a> 
28/08/2023 15:01:52: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT0526289001423229_P09RS.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT0526289001423229_P09RS.xml.pdf'><b>Apri</b></a> 
28/08/2023 15:02:11: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT0526289001423216_NDCV9.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT0526289001423216_NDCV9.xml.pdf'><b>Apri</b></a> 
28/08/2023 15:02:24: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT07945211006U5LKX_2C3AK.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT07945211006U5LKX_2C3AK.xml.pdf'><b>Apri</b></a> 
28/08/2023 15:09:12: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT07334940157_8iH3y.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT07334940157_8iH3y.xml.pdf'><b>Apri</b></a> 
29/08/2023 11:54:03: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT016417907022023L_00kF1.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT016417907022023L_00kF1.xml.pdf'><b>Apri</b></a> 
29/08/2023 14:59:29: ESEGUITO, NESSUN MESSAGGIO
29/08/2023 14:59:33: ESEGUITO, NESSUN MESSAGGIO
29/08/2023 15:10:47: ESEGUITO, NESSUN MESSAGGIO
29/08/2023 15:10:54: ESEGUITO, NESSUN MESSAGGIO
30/08/2023 07:52:02: ESEGUITO, NESSUN MESSAGGIO
30/08/2023 07:52:07: ESEGUITO, NESSUN MESSAGGIO
30/08/2023 07:52:13: ESEGUITO, NESSUN MESSAGGIO
30/08/2023 07:52:18: ESEGUITO, NESSUN MESSAGGIO
30/08/2023 07:52:21: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
30/08/2023 07:52:32: ESEGUITO, NESSUN MESSAGGIO
31/08/2023 12:39:57: ESEGUITO, NESSUN MESSAGGIO
31/08/2023 12:40:09: ESEGUITO, NESSUN MESSAGGIO
31/08/2023 14:33:47: ESEGUITO, NESSUN MESSAGGIO
31/08/2023 14:33:54: ESEGUITO, NESSUN MESSAGGIO
31/08/2023 15:22:38: ESEGUITO, NESSUN MESSAGGIO
31/08/2023 15:22:44: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 07:59:39: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 07:59:44: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 08:00:00: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350840043_6OUB2.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350840043_6OUB2.xml.pdf'><b>Apri</b></a> 
01/09/2023 11:11:47: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 11:11:54: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 11:11:58: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 11:12:04: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 11:12:06: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
01/09/2023 11:12:15: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 12:11:53: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 12:12:06: ESEGUITO, NESSUN MESSAGGIO
01/09/2023 15:07:05: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT0526289001423242_Q7NC2.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT0526289001423242_Q7NC2.xml.pdf'><b>Apri</b></a> 
01/09/2023 15:07:21: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02355260981_MktVG.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02355260981_MktVG.xml.pdf'><b>Apri</b></a> 
01/09/2023 15:07:56: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02046570426_5BZTM.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02046570426_5BZTM.xml.pdf'><b>Apri</b></a> 
01/09/2023 15:08:19: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT0526289001423242_QV3ND.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT0526289001423242_QV3ND.xml.pdf'><b>Apri</b></a> 
01/09/2023 15:08:34: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT016417907022023r_08nA0.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT016417907022023r_08nA0.xml.pdf'><b>Apri</b></a> 
04/09/2023 07:16:46: ESEGUITO, NESSUN MESSAGGIO
04/09/2023 07:16:52: ESEGUITO, NESSUN MESSAGGIO
04/09/2023 07:16:57: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
04/09/2023 07:17:09: ESEGUITO, NESSUN MESSAGGIO
04/09/2023 07:21:09: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2F8YZ.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2F8YZ.xml.pdf'><b>Apri</b></a> 
04/09/2023 07:43:47: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT01533080675_5u2xe.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT01533080675_5u2xe.xml.pdf'><b>Apri</b></a> 
04/09/2023 07:44:04: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT0526289001423247_TLM4T.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT0526289001423247_TLM4T.xml.pdf'><b>Apri</b></a> 
04/09/2023 07:44:22: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350840043_6OUOF.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350840043_6OUOF.xml.pdf'><b>Apri</b></a> 
04/09/2023 07:44:50: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2F8LP.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2F8LP.xml.pdf'><b>Apri</b></a> 
04/09/2023 07:45:14: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2F8YZ.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2F8YZ.xml.pdf'><b>Apri</b></a> 
05/09/2023 08:12:51: ESEGUITO, NESSUN MESSAGGIO
05/09/2023 08:13:42: ESEGUITO, NESSUN MESSAGGIO
05/09/2023 08:13:44: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
05/09/2023 08:13:50: ESEGUITO, NESSUN MESSAGGIO
05/09/2023 12:09:11: <b>Verifica fatture</b> da inviare: Non risultano documenti da inviare e verificare con data-documento inferiore o uguale alla data odierna.
05/09/2023 12:09:15: ESEGUITO, NESSUN MESSAGGIO
05/09/2023 12:09:19: ESEGUITO, NESSUN MESSAGGIO
05/09/2023 13:20:30: ESEGUITO, NESSUN MESSAGGIO
05/09/2023 13:20:32: ESEGUITO, NESSUN MESSAGGIO
05/09/2023 13:32:37: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350840043_6OUOF.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350840043_6OUOF.xml.pdf'><b>Apri</b></a> 
06/09/2023 07:33:08: ESEGUITO, NESSUN MESSAGGIO
06/09/2023 07:33:14: ESEGUITO, NESSUN MESSAGGIO
06/09/2023 07:33:49: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT01533080675_5v49c.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT01533080675_5v49c.xml.pdf'><b>Apri</b></a> 
06/09/2023 08:07:29: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT01533080675_5v49c.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT01533080675_5v49c.xml.pdf'><b>Apri</b></a> 
06/09/2023 08:07:44: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02670650049_00NGT.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02670650049_00NGT.xml.pdf'><b>Apri</b></a> 
06/09/2023 08:08:20: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02670650049_00NGT.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02670650049_00NGT.xml.pdf'><b>Apri</b></a> 
06/09/2023 08:21:33: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT01505580058_0042U.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT01505580058_0042U.xml.pdf'><b>Apri</b></a> 
06/09/2023 08:22:16: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT00865310221_ORQSA.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT00865310221_ORQSA.xml.pdf'><b>Apri</b></a> 
06/09/2023 08:22:33: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT00865310221_ORQS9.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT00865310221_ORQS9.xml.pdf'><b>Apri</b></a> 
06/09/2023 13:18:00: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350840043_6OUOF.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350840043_6OUOF.xml.pdf'><b>Apri</b></a> 
06/09/2023 13:19:55: ESEGUITO, NESSUN MESSAGGIO
06/09/2023 13:20:13: ESEGUITO, NESSUN MESSAGGIO
06/09/2023 14:05:34: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT03965570041_HV0F7.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT03965570041_HV0F7.xml.pdf'><b>Apri</b></a> 
07/09/2023 09:53:38: ESEGUITO, NESSUN MESSAGGIO
07/09/2023 09:53:42: ESEGUITO, NESSUN MESSAGGIO
07/09/2023 09:53:51: ESEGUITO, NESSUN MESSAGGIO
07/09/2023 09:53:59: ESEGUITO, NESSUN MESSAGGIO
07/09/2023 09:54:02: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
07/09/2023 09:54:12: ESEGUITO, NESSUN MESSAGGIO
07/09/2023 09:54:37: ESEGUITO, NESSUN MESSAGGIO
07/09/2023 09:56:30: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2F8LP.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2F8LP.xml.pdf'><b>Apri</b></a> 
07/09/2023 15:03:39: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02087740045_006WD.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02087740045_006WD.xml.pdf'><b>Apri</b></a> 
07/09/2023 15:05:12: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02090660040_004YA.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02090660040_004YA.xml.pdf'><b>Apri</b></a> 
07/09/2023 15:05:31: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT08806580968_2FF8Q.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT08806580968_2FF8Q.xml.pdf'><b>Apri</b></a> 
07/09/2023 15:05:54: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT06628860964_aaEev.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT06628860964_aaEev.xml.pdf'><b>Apri</b></a> 
07/09/2023 15:06:18: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT03466010232_4QcAR.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT03466010232_4QcAR.xml.pdf'><b>Apri</b></a> 
08/09/2023 07:36:50: ESEGUITO, NESSUN MESSAGGIO
08/09/2023 07:36:55: ESEGUITO, NESSUN MESSAGGIO
08/09/2023 07:36:57: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
08/09/2023 07:37:59: ESEGUITO, NESSUN MESSAGGIO
08/09/2023 07:38:24: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT03852200041_00F70.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT03852200041_00F70.xml.pdf'><b>Apri</b></a> 
11/09/2023 07:28:38: ESEGUITO, NESSUN MESSAGGIO
11/09/2023 07:28:43: ESEGUITO, NESSUN MESSAGGIO
11/09/2023 07:28:46: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
11/09/2023 07:29:12: ESEGUITO, NESSUN MESSAGGIO
11/09/2023 07:29:40: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>NL10209790152_DNzxR.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\NL10209790152_DNzxR.xml.pdf'><b>Apri</b></a> 
11/09/2023 07:58:04: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>NL10209790152_DNzxR.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\NL10209790152_DNzxR.xml.pdf'><b>Apri</b></a> 
11/09/2023 07:58:22: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT05184451002_I0584.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT05184451002_I0584.xml.pdf'><b>Apri</b></a> 
12/09/2023 07:22:44: ESEGUITO, NESSUN MESSAGGIO
12/09/2023 07:22:48: ESEGUITO, NESSUN MESSAGGIO
12/09/2023 07:22:51: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
12/09/2023 07:23:55: ESEGUITO, NESSUN MESSAGGIO
12/09/2023 07:24:37: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT01922380041_04N7I.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT01922380041_04N7I.xml.pdf'><b>Apri</b></a> 
12/09/2023 15:25:16: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT04839740489_GIQae.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT04839740489_GIQae.xml.pdf'><b>Apri</b></a> 
12/09/2023 16:45:37: ESEGUITO, NESSUN MESSAGGIO
12/09/2023 16:45:41: ESEGUITO, NESSUN MESSAGGIO
12/09/2023 16:45:45: ESEGUITO, NESSUN MESSAGGIO
13/09/2023 09:39:46: ESEGUITO, NESSUN MESSAGGIO
13/09/2023 09:39:52: ESEGUITO, NESSUN MESSAGGIO
13/09/2023 11:02:16: ESEGUITO, NESSUN MESSAGGIO
13/09/2023 11:02:22: ESEGUITO, NESSUN MESSAGGIO
13/09/2023 11:02:26: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
13/09/2023 14:27:37: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT04839740489_HYpVC.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT04839740489_HYpVC.xml.pdf'><b>Apri</b></a> 
14/09/2023 10:43:11: ESEGUITO, NESSUN MESSAGGIO
14/09/2023 10:43:17: ESEGUITO, NESSUN MESSAGGIO
14/09/2023 10:43:24: ESEGUITO, NESSUN MESSAGGIO
14/09/2023 10:43:28: ESEGUITO, NESSUN MESSAGGIO
14/09/2023 10:44:24: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>NL10209790152_DQyqo.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\NL10209790152_DQyqo.xml.pdf'><b>Apri</b></a> 
15/09/2023 08:49:34: ESEGUITO, NESSUN MESSAGGIO
15/09/2023 08:49:44: ESEGUITO, NESSUN MESSAGGIO
15/09/2023 08:49:48: ESEGUITO, NESSUN MESSAGGIO
15/09/2023 08:49:51: ESEGUITO, NESSUN MESSAGGIO
15/09/2023 08:49:55: ESEGUITO, NESSUN MESSAGGIO
15/09/2023 08:49:57: ESEGUITO, NESSUN MESSAGGIO
15/09/2023 08:49:59: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
15/09/2023 08:50:16: ESEGUITO, NESSUN MESSAGGIO
15/09/2023 09:19:34: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT03965570041_HV0F7.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT03965570041_HV0F7.xml.pdf'><b>Apri</b></a> 
15/09/2023 10:33:44: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT07334940157_8qvjf.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT07334940157_8qvjf.xml.pdf'><b>Apri</b></a> 
15/09/2023 10:34:05: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT04839740489_HYpVC.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT04839740489_HYpVC.xml.pdf'><b>Apri</b></a> 
19/09/2023 07:09:03: ESEGUITO, NESSUN MESSAGGIO
19/09/2023 07:09:08: ESEGUITO, NESSUN MESSAGGIO
19/09/2023 07:09:22: ESEGUITO, NESSUN MESSAGGIO
19/09/2023 07:09:28: ESEGUITO, NESSUN MESSAGGIO
19/09/2023 07:10:41: ESEGUITO, NESSUN MESSAGGIO
19/09/2023 07:12:12: Ricezione <b>XML fatture-fornitore</b>.: Non risultano fatture ricevute per cui sia assente il contenuto XML.
19/09/2023 07:12:46: ESEGUITO, NESSUN MESSAGGIO
19/09/2023 07:15:32: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT02350220048_00C8C.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT02350220048_00C8C.xml.pdf'><b>Apri</b></a> 
19/09/2023 07:15:48: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT00488410010_bH68o.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT00488410010_bH68o.xml.pdf'><b>Apri</b></a> 
19/09/2023 07:16:05: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT07334940157_8rh8g.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT07334940157_8rh8g.xml.pdf'><b>Apri</b></a> 
19/09/2023 07:16:20: Download eseguito, il file si trova nella cartella <i>Documenti</i> con nome <i>IT0526289001423261_253RL.xml.pdf</i>.&nbsp;&nbsp;<a href='C:\Users\Utente\Documents\IT0526289001423261_253RL.xml.pdf'><b>Apri</b></a> 
20/09/2023 07:16:17: ESEGUITO, NESSUN MESSAGGIO
